nama,harga,category,gambar,link_product,product_type,color_and_material,size
RIDSPÖ,8999000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/026/1202683_PE906042_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/887/1188767_PE899574_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/ridspo-art-80494069,meja, kayu oak, 140x70 cm
IDANÄS,8999000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/921/1192106_PH191861_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/594/1159450_PE888496_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/idanas-art-80514152,meja, cokelat, 152x70 cm
MODERMOLN,1299000,"{' Pencahayaan dan peralatan eletronik rumah tangga ', ' Lampu meja dan lampu jepit ', ' Lampu', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/862/1286243_PE933514_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/621/1162169_PE889667_S3.webp'}",https://www.ikea.co.id/in/produk/lampu/lampu-meja-dan-lampu-jepit/modermoln-art-00546454,lampu kerja, dilapisi krom,
VIMUND,999000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/858/1185888_PE898594_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/858/1185891_PE898595_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/vimund-art-20531965,kursi untuk meja anak, toska,
NÄVLINGE,299000,"{' Pencahayaan dan peralatan eletronik rumah tangga ', ' Lampu meja dan lampu jepit ', ' Lampu', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/861/1286171_PE933454_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/098/0709827_PE727109_S3.webp'}",https://www.ikea.co.id/in/produk/lampu/lampu-meja-dan-lampu-jepit/navlinge-art-80404422,lampu kerja LED, hitam,
FJÄLLBO,2799000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/379/1337984_PE948177_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/427/1342778_PE949117_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/fjallbo-art-70587691,meja, hitam, 140x70 cm
DAGNAR,2599000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/156/1115672_PE872203_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/222/1122237_PE874566_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/dagnar-art-00527870,kursi untuk meja anak, toska,
ADILS,70000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/346/0734621_PE739540_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/283/1028383_PE835319_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/adils-art-80217977,kaki, putih,
ALEX,1350000,"{' Ruang kerja rumah', ' Ruang kerja ', 'Showroom ', ' Penyimpanan ruang kerja rumah '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/777/0977777_PE813764_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/600/1160049_PE888727_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/penyimpanan-ruang-kerja-rumah/alex-art-20473550,unit laci, diwarnai putih/efek kayu oak, 36x70 cm
IDANÄS,7999000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/594/1159443_PE888489_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/594/1159446_PE888492_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/idanas-art-90514156,meja, putih, 152x70 cm
MICKE,999000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/360/0736021_PE740348_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/571/0657146_PE709630_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/micke-art-20354279,meja, hitam-cokelat, 73x50 cm
KULLABERG,2499000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/247/1024720_PH177761_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/687/0968773_PE810549_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/kullaberg-art-50499445,meja, kayu pinus, 110x70 cm
MICKE,1299000,"{' Ruang kerja rumah', ' Ruang kerja ', 'Showroom ', ' Penyimpanan ruang kerja rumah '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/982/0798275_PH165488_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/271/0627113_PE693172_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/penyimpanan-ruang-kerja-rumah/micke-art-40354283,unit laci beroda, putih, 35x75 cm
TOBERGET,599000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/531/0853121_PE675940_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/950/0595068_PE675939_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/toberget-art-90392659,kursi putar, Vissle abu-abu,
LAGKAPTEN,399000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/593/1159357_PE888439_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/777/0977793_PE813777_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/lagkapten-art-90460667,daun meja, diwarnai putih efek kayu oak, 120x60 cm
ADILS/LINNMON,579000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/771/0977190_PE813432_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/778/0977886_PE813908_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/adils-linnmon-spr-99416104,meja, abu-abu tua, 100x60 cm
ANFALLARE/ADILS,1979000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/496/0849687_PE565171_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/761/0976193_PE813086_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/anfallare-adils-spr-89417694,meja, bambu/putih, 140x65 cm
FJÄLLBO,1299000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/360/0736007_PE740334_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/847/0984742_PE816392_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/fjallbo-art-10339736,meja laptop, hitam, 100x36 cm
NÄVLINGE,269000,"{' Pencahayaan dan peralatan eletronik rumah tangga ', ' Lampu meja dan lampu jepit ', ' Lampu', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/104/0710474_PE727575_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/723/1272340_PE929679_S3.webp'}",https://www.ikea.co.id/in/produk/lampu/lampu-meja-dan-lampu-jepit/navlinge-art-70449888,lampu sorot jepit LED, putih,
BJÖRKÅSEN,499000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/559/0955981_PE804392_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/641/0964123_PE808905_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/bjorkasen-art-50476482,stand laptop, antrasit,
ALEX,2499000,"{' Ruang kerja rumah', ' Ruang kerja ', 'Showroom ', ' Penyimpanan ruang kerja rumah '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/777/0977780_PE813765_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/437/1043711_PH177987_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/penyimpanan-ruang-kerja-rumah/alex-art-70483453,unit 9 laci, abu-abu toska, 36x116 cm
ÖRFJÄLL,999000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/154/0715478_PE730483_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/737/0973789_PH175183_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/orfjall-spr-29303073,kursi putar, hitam/Vissle hitam,
NÄVLINGE,299000,"{' Pencahayaan dan peralatan eletronik rumah tangga ', ' Lampu meja dan lampu jepit ', ' Lampu', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/098/0709828_PE727111_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/861/1286172_PE933456_S3.webp'}",https://www.ikea.co.id/in/produk/lampu/lampu-meja-dan-lampu-jepit/navlinge-art-50404918,lampu kerja LED, putih,
ALEX/LAGKAPTEN,3448000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/560/1256095_PH193242_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/133/1213371_PE911118_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/alex-lagkapten-spr-79521605,meja, putih, 140x60 cm
LAGKAPTEN,599000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/234/1123445_PE874793_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/778/0977801_PE813783_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/lagkapten-art-70460814,daun meja, diwarnai putih efek kayu oak, 140x60 cm
NILSERIK,999000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/679/0967929_PE810290_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/558/0955865_PE804142_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/nilserik-art-50486829,penyangga berdiri, krem/Vissle abu-abu tua,
SIBBEN/LOBERGET,549000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/544/1154437_PE886031_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/544/1154436_PE886029_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/sibben-loberget-spr-59501118,kursi untuk meja anak dengan alas, putih/toska,
ALEX/LAGKAPTEN,3299000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/224/1022432_PE832720_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/778/0977800_PE813782_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/alex-lagkapten-spr-79431983,meja, putih, 140x60 cm
NYMÅNE,1299000,"{' Pencahayaan dan peralatan eletronik rumah tangga ', ' Lampu meja dan lampu jepit ', ' Lampu', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/917/0991755_PE819570_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/935/0993555_PE820584_S3.webp'}",https://www.ikea.co.id/in/produk/lampu/lampu-meja-dan-lampu-jepit/nymane-art-10448603,lampu kerja dg charger wireless, putih,
LÅNGFJÄLL/TOSSBERG,6199000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/996/1199633_PE904606_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/996/1199634_PE904604_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/langfjall-tossberg-spr-79513097,kursi rapat, Grann cokelat muda/hitam,
SIBBEN/LOBERGET,449000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/265/0826517_PE776395_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/293/0929303_PH168770_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/sibben-loberget-spr-39337713,kursi untuk meja anak, putih,
TONSTAD,2499000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/298/1329847_PE945277_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/619/1361935_PE954802_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/tonstad-art-00538265,meja, putih pudar, 75x60 cm
VIMUND,999000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/791/0879104_PE703875_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/266/0726691_PE735388_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/vimund-art-60424355,kursi untuk meja anak, merah muda terang,
OLOV/LINNMON,1119000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/743/0974307_PE812350_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/346/0734654_PE739562_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/olov-linnmon-spr-99416199,meja, putih, 100x60 cm
ALEX,1999000,"{' Ruang kerja rumah', ' Ruang kerja ', 'Showroom ', ' Penyimpanan ruang kerja rumah '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/437/1043717_PH158167_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/777/0977785_PE813769_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/penyimpanan-ruang-kerja-rumah/alex-art-30485425,unit laci beroda, putih, 67x66 cm
BORTBERG,179000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/233/0723383_PE733935_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/380/0738088_PE741365_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/bortberg-art-10447972,bantal lumbar, hitam, 31x23 cm
STIGBYGEL,2799000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/057/1305707_PE939589_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/057/1305706_PE939588_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/stigbygel-art-00571194,kursi putar berlengan, krem/putih,
MICKE,1999000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/218/0921883_PE787986_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/218/0921882_PE787985_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/micke-art-60489851,meja, antrasit/merah, 105x50 cm
TERTIAL,159000,"{' Pencahayaan dan peralatan eletronik rumah tangga ', ' Lampu meja dan lampu jepit ', ' Lampu', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/093/0609306_PE684440_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/791/0879117_PE622662_S3.webp'}",https://www.ikea.co.id/in/produk/lampu/lampu-meja-dan-lampu-jepit/tertial-art-50355395,lampu kerja, abu-abu tua,
MALSKÄR/LOBERGET,559000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/108/1110839_PE870604_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/145/0814534_PE772623_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/malskar-loberget-spr-09488572,kursi putar, putih/hitam,
VITTSJÖ,699000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/360/0736023_PE740350_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/484/1048417_PH158871_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/vittsjo-art-60221353,meja laptop, hitam-cokelat/kaca, 100x36 cm
ÖRFJÄLL,799000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/167/0716731_PE731032_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/085/0708525_PE726625_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/orfjall-art-50441770,kursi untuk meja anak, putih/Vissle merah muda,
ANFALLARE/OLOV,2619000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/777/0977787_PE813771_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/761/0976197_PE813090_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/anfallare-olov-spr-29417705,meja, bambu/hitam, 140x65 cm
ADILS/LINNMON,579000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/778/0977886_PE813908_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/771/0977192_PE813434_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/adils-linnmon-spr-29416089,meja, abu-abu tua/putih, 100x60 cm
ALEX,1999000,"{' Ruang kerja rumah', ' Ruang kerja ', 'Showroom ', ' Penyimpanan ruang kerja rumah '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/955/0995596_PE821775_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/777/0977737_PE813731_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/penyimpanan-ruang-kerja-rumah/alex-art-30483450,unit laci beroda, abu-abu toska, 67x66 cm
RANARP,499000,"{' Pencahayaan dan peralatan eletronik rumah tangga ', ' Lampu meja dan lampu jepit ', ' Lampu', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/104/0610455_PE685514_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/862/1286237_PE933512_S3.webp'}",https://www.ikea.co.id/in/produk/lampu/lampu-meja-dan-lampu-jepit/ranarp-art-30231315,lampu kerja, putih pudar,
SPÄND,500000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/284/1328489_PE944816_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/284/1328491_PE944813_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/spand-art-40569472,kaki meja dengan penyimpanan, putih,
VITTSJÖ,699000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/360/0736024_PE740335_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/484/1048424_PH166139_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/vittsjo-art-10303445,meja laptop, putih/kaca, 100x36 cm
MALSKÄR/TOSSBERG,5199000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/999/1199996_PE904802_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/999/1199994_PE904804_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/malskar-tossberg-spr-79508208,kursi putar, Grann cokelat muda/putih,
LAGKAPTEN/MITTBACK,1599000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/848/1184855_PE898113_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/849/1184942_PE898171_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/lagkapten-mittback-spr-19508485,meja, putih antrasit/kayu birch, 140x60 cm
MALSKÄR/ELDBERGET,699000,"{' Ruang kerja rumah', ' Ruang kerja ', ' Kursi kerja rumah ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/145/0814559_PE772629_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/307/1030726_PE836333_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/kursi-kerja-rumah/malskar-eldberget-spr-39331848,kursi putar, abu-abu tua/hitam,
ADILS/LINNMON,479000,"{' Ruang kerja rumah', ' Meja kerja rumah ', ' Ruang kerja ', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/371/0737166_PE740909_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/346/0734654_PE739562_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/meja-kerja-rumah/adils-linnmon-spr-09241825,meja, putih/hitam, 100x60 cm
ALEX,1499000,"{' Ruang kerja rumah', ' Ruang kerja ', 'Showroom ', ' Penyimpanan ruang kerja rumah '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/160/1216045_PE912308_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/098/1209817_PE909458_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/penyimpanan-ruang-kerja-rumah/alex-art-30563753,unit penyimpanan, putih, 36x70 cm
ALEX,1499000,"{' Ruang kerja rumah', ' Ruang kerja ', 'Showroom ', ' Penyimpanan ruang kerja rumah '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/136/1213607_PE911179_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/160/1216026_PE912306_S3.webp'}",https://www.ikea.co.id/in/produk/ruang-kerja-rumah/penyimpanan-ruang-kerja-rumah/alex-art-30563791,unit penyimpanan, diwarnai putih/efek kayu oak, 36x70 cm
